date,location,new_cases,new_deaths,total_cases,total_deaths,mortality
2020-03-09,Egypt,7,0,55,1,0.01818181818181818
2020-03-10,Egypt,4,0,59,1,0.01694915254237288
2020-03-11,Egypt,0,0,59,1,0.01694915254237288
2020-03-12,Egypt,8,0,67,1,0.014925373134328358
2020-03-13,Egypt,0,0,67,1,0.014925373134328358
2020-03-14,Egypt,26,1,93,2,0.021505376344086023
2020-02-27,Estonia,0,0,1,0,0
2020-02-28,Estonia,0,0,1,0,0
2020-02-29,Estonia,0,0,1,0,0
2020-03-01,Estonia,0,0,1,0,0
2020-03-02,Estonia,0,0,1,0,0
2020-03-03,Estonia,0,0,1,0,0
2020-03-04,Estonia,1,0,2,0,0
2020-03-05,Estonia,0,0,2,0,0
2020-03-06,Estonia,1,0,3,0,0
2020-03-07,Estonia,7,0,10,0,0
2020-03-08,Estonia,0,0,10,0,0
2020-03-09,Estonia,0,0,10,0,0
2020-03-10,Estonia,0,0,10,0,0
2020-03-11,Estonia,3,0,13,0,0
2020-03-12,Estonia,0,0,13,0,0
2020-03-13,Estonia,0,0,13,0,0
2020-03-14,Estonia,66,0,79,0,0
2020-03-14,Ethiopia,0,0,1,0,0
2020-03-08,Faeroe Islands,0,0,1,0,0
2020-03-09,Faeroe Islands,1,0,2,0,0
2020-03-10,Faeroe Islands,0,0,2,0,0
2020-03-11,Faeroe Islands,0,0,2,0,0
2020-03-12,Faeroe Islands,0,0,2,0,0
2020-03-13,Faeroe Islands,0,0,2,0,0
2020-03-14,Faeroe Islands,1,0,3,0,0
2020-01-30,Finland,0,0,1,0,0
2020-01-31,Finland,0,0,1,0,0
2020-02-01,Finland,0,0,1,0,0
2020-02-02,Finland,0,0,1,0,0
2020-02-03,Finland,0,0,1,0,0
2020-02-04,Finland,0,0,1,0,0
2020-02-05,Finland,0,0,1,0,0
2020-02-06,Finland,0,0,1,0,0
2020-02-07,Finland,0,0,1,0,0
2020-02-08,Finland,0,0,1,0,0
2020-02-09,Finland,0,0,1,0,0
2020-02-10,Finland,0,0,1,0,0
2020-02-11,Finland,0,0,1,0,0
2020-02-12,Finland,0,0,1,0,0
2020-02-13,Finland,0,0,1,0,0
2020-02-14,Finland,0,0,1,0,0
2020-02-15,Finland,0,0,1,0,0
2020-02-16,Finland,0,0,1,0,0
2020-02-17,Finland,0,0,1,0,0
2020-02-18,Finland,0,0,1,0,0
2020-02-19,Finland,0,0,1,0,0
2020-02-20,Finland,0,0,1,0,0
2020-02-21,Finland,0,0,1,0,0
2020-02-22,Finland,0,0,1,0,0
2020-02-23,Finland,0,0,1,0,0
2020-02-24,Finland,0,0,1,0,0
2020-02-25,Finland,0,0,1,0,0
2020-02-26,Finland,0,0,1,0,0
2020-02-27,Finland,1,0,2,0,0
2020-02-28,Finland,0,0,2,0,0
2020-02-29,Finland,0,0,2,0,0
2020-03-01,Finland,0,0,2,0,0
2020-03-02,Finland,4,0,6,0,0
2020-03-03,Finland,1,0,7,0,0
2020-03-04,Finland,0,0,7,0,0
2020-03-05,Finland,0,0,7,0,0
2020-03-06,Finland,5,0,12,0,0
2020-03-07,Finland,7,0,19,0,0
2020-03-08,Finland,0,0,19,0,0
2020-03-09,Finland,11,0,30,0,0
2020-03-10,Finland,10,0,40,0,0
2020-03-11,Finland,0,0,40,0,0
2020-03-12,Finland,0,0,40,0,0
2020-03-13,Finland,69,0,109,0,0
2020-03-14,Finland,0,0,109,0,0
2020-01-25,France,0,0,3,0,0
2020-01-26,France,0,0,3,0,0
2020-01-27,France,0,0,3,0,0
2020-01-28,France,0,0,3,0,0
2020-01-29,France,1,0,4,0,0
2020-01-30,France,1,0,5,0,0
2020-01-31,France,1,0,6,0,0
2020-02-01,France,0,0,6,0,0
2020-02-02,France,0,0,6,0,0
2020-02-03,France,0,0,6,0,0
2020-02-04,France,0,0,6,0,0
2020-02-05,France,0,0,6,0,0
2020-02-06,France,0,0,6,0,0
2020-02-07,France,0,0,6,0,0
2020-02-08,France,0,0,6,0,0
2020-02-09,France,5,0,11,0,0
2020-02-10,France,0,0,11,0,0
2020-02-11,France,0,0,11,0,0
2020-02-12,France,0,0,11,0,0
2020-02-13,France,0,0,11,0,0
2020-02-14,France,0,0,11,0,0
2020-02-15,France,0,0,11,0,0
2020-02-16,France,1,0,12,1,0.08333333333333333
2020-02-17,France,0,0,12,1,0.08333333333333333
2020-02-18,France,0,0,12,1,0.08333333333333333
2020-02-19,France,0,0,12,1,0.08333333333333333
2020-02-20,France,0,0,12,1,0.08333333333333333
2020-02-21,France,0,0,12,1,0.08333333333333333
2020-02-22,France,0,0,12,1,0.08333333333333333
2020-02-23,France,0,0,12,1,0.08333333333333333
2020-02-24,France,0,0,12,1,0.08333333333333333
2020-02-25,France,0,0,12,1,0.08333333333333333
2020-02-26,France,0,0,12,1,0.08333333333333333
2020-02-27,France,6,1,18,2,0.1111111111111111
2020-02-28,France,20,0,38,2,0.05263157894736842
2020-02-29,France,19,0,57,2,0.03508771929824561
2020-03-01,France,43,0,100,2,0.02
2020-03-02,France,0,0,100,2,0.02
2020-03-03,France,91,1,191,3,0.015706806282722512
2020-03-04,France,21,1,212,4,0.018867924528301886
2020-03-05,France,70,0,282,4,0.014184397163120567
2020-03-06,France,138,2,420,6,0.014285714285714285
2020-03-07,France,193,3,613,9,0.01468189233278956
2020-03-08,France,93,1,706,10,0.014164305949008499
2020-03-09,France,410,9,1116,19,0.017025089605734768
2020-03-10,France,286,11,1402,30,0.021398002853067047
2020-03-11,France,372,3,1774,33,0.018602029312288614
2020-03-12,France,495,15,2269,48,0.021154693697664168
2020-03-13,France,591,13,2860,61,0.02132867132867133
2020-03-14,France,780,18,3640,79,0.021703296703296703
2020-03-08,French Guiana,0,0,5,0,0
2020-03-09,French Guiana,0,0,5,0,0
2020-03-10,French Guiana,0,0,5,0,0
2020-03-11,French Guiana,0,0,5,0,0
2020-03-12,French Guiana,0,0,5,0,0
2020-03-13,French Guiana,1,0,6,0,0
2020-03-14,French Guiana,0,0,6,0,0
2020-03-12,French Polynesia,0,0,1,0,0
2020-03-13,French Polynesia,0,0,1,0,0
2020-03-14,French Polynesia,0,0,1,0,0
2020-03-14,Gabon,0,0,1,0,0
2020-02-27,Georgia,0,0,1,0,0
2020-02-28,Georgia,0,0,1,0,0
2020-02-29,Georgia,1,0,2,0,0
2020-03-01,Georgia,1,0,3,0,0
2020-03-02,Georgia,0,0,3,0,0
2020-03-03,Georgia,0,0,3,0,0
2020-03-04,Georgia,0,0,3,0,0
2020-03-05,Georgia,0,0,3,0,0
2020-03-06,Georgia,6,0,9,0,0
2020-03-07,Georgia,0,0,9,0,0
2020-03-08,Georgia,3,0,12,0,0
2020-03-09,Georgia,1,0,13,0,0
2020-03-10,Georgia,2,0,15,0,0
2020-03-11,Georgia,8,0,23,0,0
2020-03-12,Georgia,0,0,23,0,0
2020-03-13,Georgia,2,0,25,0,0
2020-03-14,Georgia,0,0,25,0,0
2020-01-28,Germany,0,0,1,0,0
2020-01-29,Germany,3,0,4,0,0
2020-01-30,Germany,0,0,4,0,0
2020-01-31,Germany,1,0,5,0,0
2020-02-01,Germany,2,0,7,0,0
2020-02-02,Germany,1,0,8,0,0
2020-02-03,Germany,2,0,10,0,0
2020-02-04,Germany,2,0,12,0,0
2020-02-05,Germany,0,0,12,0,0
2020-02-06,Germany,0,0,12,0,0
2020-02-07,Germany,1,0,13,0,0
2020-02-08,Germany,1,0,14,0,0
2020-02-09,Germany,0,0,14,0,0
2020-02-10,Germany,0,0,14,0,0
2020-02-11,Germany,0,0,14,0,0
2020-02-12,Germany,2,0,16,0,0
2020-02-13,Germany,0,0,16,0,0
2020-02-14,Germany,0,0,16,0,0
2020-02-15,Germany,0,0,16,0,0
2020-02-16,Germany,0,0,16,0,0
2020-02-17,Germany,0,0,16,0,0
2020-02-18,Germany,0,0,16,0,0
2020-02-19,Germany,0,0,16,0,0
2020-02-20,Germany,0,0,16,0,0
2020-02-21,Germany,0,0,16,0,0
2020-02-22,Germany,0,0,16,0,0
2020-02-23,Germany,0,0,16,0,0
2020-02-24,Germany,0,0,16,0,0
2020-02-25,Germany,0,0,16,0,0
2020-02-26,Germany,2,0,18,0,0
2020-02-27,Germany,3,0,21,0,0
2020-02-28,Germany,5,0,26,0,0
2020-02-29,Germany,31,0,57,0,0
2020-03-01,Germany,0,0,57,0,0
2020-03-02,Germany,72,0,129,0,0
2020-03-03,Germany,28,0,157,0,0
2020-03-04,Germany,39,0,196,0,0
2020-03-05,Germany,66,0,262,0,0
2020-03-06,Germany,272,0,534,0,0
2020-03-07,Germany,105,0,639,0,0
2020-03-08,Germany,156,0,795,0,0
2020-03-09,Germany,317,0,1112,0,0
2020-03-10,Germany,27,0,1139,2,0.001755926251097454
2020-03-11,Germany,157,0,1296,2,0.0015432098765432098
2020-03-12,Germany,271,1,1567,3,0.0019144862795149968
2020-03-13,Germany,802,3,2369,6,0.002532714225411566
2020-03-14,Germany,693,0,3062,6,0.001959503592423253
2020-03-14,Ghana,0,0,1,0,0
2020-03-05,Gibraltar,0,0,1,0,0
2020-03-06,Gibraltar,0,0,1,0,0
2020-03-07,Gibraltar,0,0,1,0,0
2020-03-08,Gibraltar,0,0,1,0,0
2020-03-09,Gibraltar,0,0,1,0,0
2020-03-10,Gibraltar,0,0,1,0,0
2020-03-11,Gibraltar,0,0,1,0,0
2020-03-12,Gibraltar,0,0,1,0,0
2020-03-13,Gibraltar,0,0,1,0,0
2020-03-14,Gibraltar,0,0,1,0,0
2020-02-27,Greece,0,0,1,0,0
2020-02-28,Greece,2,0,3,0,0
2020-02-29,Greece,0,0,3,0,0
2020-03-01,Greece,0,0,3,0,0
2020-03-02,Greece,4,0,7,0,0
2020-03-03,Greece,0,0,7,0,0
2020-03-04,Greece,0,0,7,0,0
2020-03-05,Greece,2,0,9,0,0
2020-03-06,Greece,23,0,32,0,0
2020-03-07,Greece,0,0,32,0,0
2020-03-08,Greece,34,0,66,0,0
2020-03-09,Greece,7,0,73,0,0
2020-03-10,Greece,0,0,73,0,0
2020-03-11,Greece,16,0,89,0,0
2020-03-12,Greece,9,0,98,1,0.01020408163265306
2020-03-13,Greece,0,0,98,1,0.01020408163265306
2020-03-14,Greece,0,0,98,1,0.01020408163265306
2020-03-14,Guadeloupe,0,0,1,0,0
2020-03-10,Guernsey,0,0,1,0,0
2020-03-11,Guernsey,0,0,1,0,0
2020-03-12,Guernsey,0,0,1,0,0
2020-03-13,Guernsey,0,0,1,0,0
2020-03-14,Guernsey,0,0,1,0,0
2020-03-14,Guinea,0,0,1,0,0
2020-03-13,Guyana,0,0,1,1,1
2020-03-14,Guyana,5,0,6,1,0.16666666666666666
2020-03-07,Vatican,0,0,1,0,0
2020-03-08,Vatican,0,0,1,0,0
2020-03-09,Vatican,0,0,1,0,0
2020-03-10,Vatican,0,0,1,0,0
2020-03-11,Vatican,0,0,1,0,0
2020-03-12,Vatican,0,0,1,0,0
2020-03-13,Vatican,0,0,1,0,0
2020-03-14,Vatican,0,0,1,0,0
2020-03-12,Honduras,0,0,2,0,0
2020-03-13,Honduras,0,0,2,0,0
2020-03-14,Honduras,0,0,2,0,0
2020-03-05,Hungary,0,0,2,0,0
2020-03-06,Hungary,0,0,2,0,0
2020-03-07,Hungary,3,0,5,0,0
2020-03-08,Hungary,2,0,7,0,0
2020-03-09,Hungary,2,0,9,0,0
2020-03-10,Hungary,0,0,9,0,0
2020-03-11,Hungary,4,0,13,0,0
2020-03-12,Hungary,0,0,13,0,0
2020-03-13,Hungary,3,0,16,0,0
2020-03-14,Hungary,3,0,19,0,0
2020-03-02,Iceland,0,0,2,0,0
2020-03-03,Iceland,7,0,9,0,0
2020-03-04,Iceland,7,0,16,0,0
2020-03-05,Iceland,10,0,26,0,0
2020-03-06,Iceland,0,0,26,0,0
2020-03-07,Iceland,19,0,45,0,0
2020-03-08,Iceland,0,0,45,0,0
2020-03-09,Iceland,10,0,55,0,0
2020-03-10,Iceland,0,0,55,0,0
2020-03-11,Iceland,6,0,61,0,0
2020-03-12,Iceland,0,0,61,0,0
2020-03-13,Iceland,0,0,61,0,0
2020-03-14,Iceland,0,0,61,0,0
2020-01-30,India,0,0,1,0,0
2020-01-31,India,0,0,1,0,0
2020-02-01,India,0,0,1,0,0
2020-02-02,India,1,0,2,0,0
2020-02-03,India,1,0,3,0,0
2020-02-04,India,0,0,3,0,0
2020-02-05,India,0,0,3,0,0
2020-02-06,India,0,0,3,0,0
2020-02-07,India,0,0,3,0,0
2020-02-08,India,0,0,3,0,0
2020-02-09,India,0,0,3,0,0
2020-02-10,India,0,0,3,0,0
2020-02-11,India,0,0,3,0,0
2020-02-12,India,0,0,3,0,0
2020-02-13,India,0,0,3,0,0
2020-02-14,India,0,0,3,0,0
2020-02-15,India,0,0,3,0,0
2020-02-16,India,0,0,3,0,0
2020-02-17,India,0,0,3,0,0
2020-02-18,India,0,0,3,0,0
2020-02-19,India,0,0,3,0,0
2020-02-20,India,0,0,3,0,0
2020-02-21,India,0,0,3,0,0
2020-02-22,India,0,0,3,0,0
2020-02-23,India,0,0,3,0,0
2020-02-24,India,0,0,3,0,0
2020-02-25,India,0,0,3,0,0
2020-02-26,India,0,0,3,0,0
2020-02-27,India,0,0,3,0,0
2020-02-28,India,0,0,3,0,0
2020-02-29,India,0,0,3,0,0
2020-03-01,India,0,0,3,0,0
2020-03-02,India,0,0,3,0,0
2020-03-03,India,2,0,5,0,0
2020-03-04,India,1,0,6,0,0
2020-03-05,India,23,0,29,0,0
2020-03-06,India,1,0,30,0,0
2020-03-07,India,1,0,31,0,0
2020-03-08,India,3,0,34,0,0
2020-03-09,India,9,0,43,0,0
2020-03-10,India,1,0,44,0,0
2020-03-11,India,16,0,60,0,0
2020-03-12,India,13,0,73,0,0
2020-03-13,India,1,0,74,1,0.013513513513513514
2020-03-14,India,8,1,82,2,0.024390243902439025
2020-03-02,Indonesia,0,0,2,0,0
2020-03-03,Indonesia,0,0,2,0,0
2020-03-04,Indonesia,0,0,2,0,0
2020-03-05,Indonesia,0,0,2,0,0
2020-03-06,Indonesia,0,0,2,0,0
2020-03-07,Indonesia,0,0,2,0,0
2020-03-08,Indonesia,4,0,6,0,0
2020-03-09,Indonesia,0,0,6,0,0
2020-03-10,Indonesia,13,0,19,0,0
2020-03-11,Indonesia,8,0,27,1,0.037037037037037035
2020-03-12,Indonesia,7,0,34,1,0.029411764705882353
2020-03-13,Indonesia,0,0,34,1,0.029411764705882353
2020-03-14,Indonesia,35,2,69,3,0.043478260869565216
2020-02-06,International,0,0,20,0,0
2020-02-07,International,41,0,61,0,0
2020-02-08,International,3,0,64,0,0
2020-02-09,International,0,0,64,0,0
2020-02-10,International,6,0,70,0,0
2020-02-11,International,65,0,135,0,0
2020-02-12,International,40,0,175,0,0
2020-02-13,International,-1,0,174,0,0
2020-02-14,International,44,0,218,0,0
2020-02-15,International,0,0,218,0,0
2020-02-16,International,137,0,355,0,0
2020-02-17,International,99,0,454,0,0
2020-02-18,International,0,0,454,0,0
2020-02-19,International,88,0,542,0,0
2020-02-20,International,79,0,621,2,0.00322061191626409
2020-02-21,International,13,0,634,2,0.0031545741324921135
2020-02-22,International,0,0,634,2,0.0031545741324921135
2020-02-23,International,0,1,634,3,0.00473186119873817
2020-02-24,International,61,0,695,3,0.004316546762589928
2020-02-25,International,-4,0,691,3,0.004341534008683068
2020-02-26,International,0,0,691,3,0.004341534008683068
2020-02-27,International,14,1,705,4,0.005673758865248227
2020-02-28,International,0,0,705,4,0.005673758865248227
2020-02-29,International,0,2,705,6,0.00851063829787234
2020-03-01,International,0,0,705,6,0.00851063829787234
2020-03-02,International,1,0,706,6,0.0084985835694051
2020-03-03,International,0,0,706,6,0.0084985835694051
2020-03-04,International,0,0,706,6,0.0084985835694051
2020-03-05,International,0,0,706,6,0.0084985835694051
2020-03-06,International,-10,0,696,6,0.008620689655172414
2020-03-07,International,0,0,696,6,0.008620689655172414
2020-03-08,International,0,1,696,7,0.010057471264367816
2020-03-09,International,0,0,696,7,0.010057471264367816
2020-03-10,International,0,0,696,7,0.010057471264367816
2020-03-11,International,0,0,696,7,0.010057471264367816
2020-03-12,International,0,0,696,7,0.010057471264367816
2020-03-13,International,0,0,696,7,0.010057471264367816
2020-03-14,International,1,0,697,7,0.010043041606886656
2020-02-20,Iran,0,0,2,2,1
2020-02-21,Iran,3,0,5,2,0.4
2020-02-22,Iran,13,2,18,4,0.2222222222222222
2020-02-23,Iran,10,1,28,5,0.17857142857142858
2020-02-24,Iran,15,3,43,8,0.18604651162790697
2020-02-25,Iran,18,4,61,12,0.19672131147540983
2020-02-26,Iran,34,3,95,15,0.15789473684210525
2020-02-27,Iran,46,7,141,22,0.15602836879432624
2020-02-28,Iran,104,4,245,26,0.10612244897959183
2020-02-29,Iran,143,8,388,34,0.08762886597938144
2020-03-01,Iran,205,9,593,43,0.07251264755480608
2020-03-02,Iran,385,11,978,54,0.05521472392638037
2020-03-03,Iran,523,12,1501,66,0.04397068620919387
2020-03-04,Iran,835,11,2336,77,0.03296232876712329
2020-03-05,Iran,586,15,2922,92,0.03148528405201916
2020-03-06,Iran,591,15,3513,107,0.03045829775120979
2020-03-07,Iran,1234,17,4747,124,0.02612176111228144
2020-03-08,Iran,1076,21,5823,145,0.024901253649321657
2020-03-09,Iran,743,49,6566,194,0.02954614681693573
2020-03-10,Iran,595,43,7161,237,0.03309593632174277
2020-03-11,Iran,881,54,8042,291,0.03618502859985078
2020-03-12,Iran,958,63,9000,354,0.03933333333333333
2020-03-13,Iran,1075,75,10075,429,0.04258064516129032
2020-03-14,Iran,1289,85,11364,514,0.04523055262231609
2020-02-25,Iraq,0,0,1,0,0
2020-02-26,Iraq,4,0,5,0,0
2020-02-27,Iraq,1,0,6,0,0
2020-02-28,Iraq,1,0,7,0,0
2020-02-29,Iraq,1,0,8,0,0
2020-03-01,Iraq,5,0,13,0,0
2020-03-02,Iraq,6,0,19,0,0
2020-03-03,Iraq,7,0,26,0,0
2020-03-04,Iraq,5,0,31,0,0
2020-03-05,Iraq,5,0,36,2,0.05555555555555555
2020-03-06,Iraq,0,0,36,2,0.05555555555555555
2020-03-07,Iraq,8,2,44,4,0.09090909090909091
2020-03-08,Iraq,10,0,54,4,0.07407407407407407
2020-03-09,Iraq,6,2,60,6,0.1
2020-03-10,Iraq,1,0,61,6,0.09836065573770492
2020-03-11,Iraq,0,0,61,6,0.09836065573770492
2020-03-12,Iraq,9,1,70,7,0.1
2020-03-13,Iraq,0,0,70,7,0.1
2020-03-14,Iraq,23,2,93,9,0.0967741935483871
2020-03-01,Ireland,0,0,1,0,0
2020-03-02,Ireland,0,0,1,0,0
2020-03-03,Ireland,0,0,1,0,0
2020-03-04,Ireland,1,0,2,0,0
2020-03-05,Ireland,0,0,2,0,0
2020-03-06,Ireland,12,0,14,0,0
2020-03-07,Ireland,4,0,18,0,0
2020-03-08,Ireland,1,0,19,0,0
2020-03-09,Ireland,2,0,21,0,0
2020-03-10,Ireland,3,0,24,0,0
2020-03-11,Ireland,10,0,34,0,0
2020-03-12,Ireland,9,0,43,1,0.023255813953488372
2020-03-13,Ireland,27,0,70,1,0.014285714285714285
2020-03-14,Ireland,20,0,90,1,0.011111111111111112
2020-02-22,Israel,0,0,1,0,0
2020-02-23,Israel,0,0,1,0,0
2020-02-24,Israel,0,0,1,0,0
2020-02-25,Israel,1,0,2,0,0
2020-02-26,Israel,0,0,2,0,0
2020-02-27,Israel,0,0,2,0,0
2020-02-28,Israel,1,0,3,0,0
2020-02-29,Israel,2,0,5,0,0
2020-03-01,Israel,2,0,7,0,0
2020-03-02,Israel,0,0,7,0,0
2020-03-03,Israel,3,0,10,0,0
2020-03-04,Israel,2,0,12,0,0
2020-03-05,Israel,3,0,15,0,0
2020-03-06,Israel,0,0,15,0,0
2020-03-07,Israel,4,0,19,0,0
2020-03-08,Israel,6,0,25,0,0
2020-03-09,Israel,14,0,39,0,0
2020-03-10,Israel,0,0,39,0,0
2020-03-11,Israel,36,0,75,0,0
2020-03-12,Israel,0,0,75,0,0
2020-03-13,Israel,0,0,75,0,0
2020-03-14,Israel,25,0,100,0,0
2020-01-31,Italy,0,0,2,0,0
2020-02-01,Italy,0,0,2,0,0
2020-02-02,Italy,0,0,2,0,0
2020-02-03,Italy,0,0,2,0,0
2020-02-04,Italy,0,0,2,0,0
2020-02-05,Italy,0,0,2,0,0
2020-02-06,Italy,0,0,2,0,0
2020-02-07,Italy,1,0,3,0,0
2020-02-08,Italy,0,0,3,0,0
2020-02-09,Italy,0,0,3,0,0
2020-02-10,Italy,0,0,3,0,0
2020-02-11,Italy,0,0,3,0,0
2020-02-12,Italy,0,0,3,0,0
2020-02-13,Italy,0,0,3,0,0
2020-02-14,Italy,0,0,3,0,0
2020-02-15,Italy,0,0,3,0,0
2020-02-16,Italy,0,0,3,0,0
2020-02-17,Italy,0,0,3,0,0
2020-02-18,Italy,0,0,3,0,0
2020-02-19,Italy,0,0,3,0,0
2020-02-20,Italy,0,0,3,0,0
2020-02-21,Italy,0,0,3,0,0
2020-02-22,Italy,6,0,9,0,0
2020-02-23,Italy,67,0,76,2,0.02631578947368421
2020-02-24,Italy,48,0,124,2,0.016129032258064516
2020-02-25,Italy,105,4,229,6,0.026200873362445413
2020-02-26,Italy,93,5,322,11,0.034161490683229816
2020-02-27,Italy,78,1,400,12,0.03
2020-02-28,Italy,250,5,650,17,0.026153846153846153
2020-02-29,Italy,238,4,888,21,0.02364864864864865
2020-03-01,Italy,240,8,1128,29,0.025709219858156027
2020-03-02,Italy,561,6,1689,35,0.020722320899940794
2020-03-03,Italy,347,17,2036,52,0.025540275049115914
2020-03-04,Italy,466,28,2502,80,0.0319744204636291
2020-03-05,Italy,587,27,3089,107,0.03463904176108773
2020-03-06,Italy,769,41,3858,148,0.0383618455158113
2020-03-07,Italy,778,49,4636,197,0.042493528904227786
2020-03-08,Italy,1247,37,5883,234,0.03977562468128506
2020-03-09,Italy,1492,132,7375,366,0.0496271186440678
2020-03-10,Italy,1797,97,9172,463,0.050479720889664195
2020-03-11,Italy,977,168,10149,631,0.062173613163858506
2020-03-12,Italy,2313,196,12462,827,0.06636173968865351
2020-03-13,Italy,2651,189,15113,1016,0.06722689075630252
2020-03-14,Italy,2547,252,17660,1268,0.07180067950169876
2020-03-11,Jamaica,0,0,1,0,0
2020-03-12,Jamaica,0,0,1,0,0
2020-03-13,Jamaica,0,0,1,0,0
2020-03-14,Jamaica,6,0,7,0,0
2020-01-21,Japan,0,0,1,0,0
2020-01-22,Japan,0,0,1,0,0
2020-01-23,Japan,0,0,1,0,0
2020-01-24,Japan,0,0,1,0,0
2020-01-25,Japan,2,0,3,0,0
2020-01-26,Japan,0,0,3,0,0
2020-01-27,Japan,1,0,4,0,0
2020-01-28,Japan,2,0,6,0,0
2020-01-29,Japan,1,0,7,0,0
2020-01-30,Japan,4,0,11,0,0
2020-01-31,Japan,3,0,14,0,0
2020-02-01,Japan,3,0,17,0,0
2020-02-02,Japan,3,0,20,0,0
2020-02-03,Japan,0,0,20,0,0
2020-02-04,Japan,0,0,20,0,0
2020-02-05,Japan,3,0,23,0,0
2020-02-06,Japan,2,0,25,0,0
2020-02-07,Japan,0,0,25,0,0
2020-02-08,Japan,0,0,25,0,0
2020-02-09,Japan,1,0,26,0,0
2020-02-10,Japan,0,0,26,0,0
2020-02-11,Japan,0,0,26,0,0
2020-02-12,Japan,2,0,28,0,0
2020-02-13,Japan,1,0,29,0,0
2020-02-14,Japan,4,0,33,1,0.030303030303030304
2020-02-15,Japan,8,0,41,1,0.024390243902439025
2020-02-16,Japan,12,0,53,1,0.018867924528301886
2020-02-17,Japan,6,0,59,1,0.01694915254237288
2020-02-18,Japan,6,0,65,1,0.015384615384615385
2020-02-19,Japan,8,0,73,1,0.0136986301369863
2020-02-20,Japan,12,0,85,1,0.011764705882352941
2020-02-21,Japan,8,0,93,1,0.010752688172043012
2020-02-22,Japan,12,0,105,1,0.009523809523809525
2020-02-23,Japan,27,0,132,1,0.007575757575757576
2020-02-24,Japan,12,0,144,1,0.006944444444444444
2020-02-25,Japan,13,0,157,1,0.006369426751592357
2020-02-26,Japan,7,0,164,1,0.006097560975609756
2020-02-27,Japan,22,2,186,3,0.016129032258064516
2020-02-28,Japan,24,1,210,4,0.01904761904761905
2020-02-29,Japan,20,1,230,5,0.021739130434782608
2020-03-01,Japan,9,0,239,5,0.02092050209205021
2020-03-02,Japan,15,1,254,6,0.023622047244094488
2020-03-03,Japan,14,0,268,6,0.022388059701492536
2020-03-04,Japan,16,0,284,6,0.02112676056338028
2020-03-05,Japan,33,0,317,6,0.01892744479495268
2020-03-06,Japan,32,0,349,6,0.017191977077363897
2020-03-07,Japan,59,0,408,6,0.014705882352941176
2020-03-08,Japan,47,0,455,6,0.013186813186813187
2020-03-09,Japan,33,1,488,7,0.014344262295081968
2020-03-10,Japan,26,2,514,9,0.017509727626459144
2020-03-11,Japan,54,3,568,12,0.02112676056338028
2020-03-12,Japan,52,3,620,15,0.024193548387096774
2020-03-13,Japan,55,4,675,19,0.028148148148148148
2020-03-14,Japan,41,2,716,21,0.029329608938547486
2020-03-13,Jersey,0,0,2,0,0
2020-03-14,Jersey,0,0,2,0,0
2020-03-03,Jordan,0,0,1,0,0
2020-03-04,Jordan,0,0,1,0,0
2020-03-05,Jordan,0,0,1,0,0
2020-03-06,Jordan,0,0,1,0,0
2020-03-07,Jordan,0,0,1,0,0
2020-03-08,Jordan,0,0,1,0,0
2020-03-09,Jordan,0,0,1,0,0
2020-03-10,Jordan,0,0,1,0,0
2020-03-11,Jordan,0,0,1,0,0
2020-03-12,Jordan,0,0,1,0,0
2020-03-13,Jordan,0,0,1,0,0
2020-03-14,Jordan,0,0,1,0,0
2020-03-14,Kenya,0,0,1,0,0
2020-02-24,Kuwait,0,0,3,0,0
2020-02-25,Kuwait,5,0,8,0,0
2020-02-26,Kuwait,4,0,12,0,0
2020-02-27,Kuwait,31,0,43,0,0
2020-02-28,Kuwait,0,0,43,0,0
2020-02-29,Kuwait,2,0,45,0,0
2020-03-01,Kuwait,0,0,45,0,0
2020-03-02,Kuwait,11,0,56,0,0
2020-03-03,Kuwait,0,0,56,0,0
2020-03-04,Kuwait,0,0,56,0,0
2020-03-05,Kuwait,2,0,58,0,0
2020-03-06,Kuwait,0,0,58,0,0
2020-03-07,Kuwait,0,0,58,0,0
2020-03-08,Kuwait,4,0,62,0,0
2020-03-09,Kuwait,2,0,64,0,0
2020-03-10,Kuwait,1,0,65,0,0
2020-03-11,Kuwait,4,0,69,0,0
2020-03-12,Kuwait,11,0,80,0,0
2020-03-13,Kuwait,0,0,80,0,0
2020-03-14,Kuwait,20,0,100,0,0
2020-03-03,Latvia,0,0,1,0,0
2020-03-04,Latvia,0,0,1,0,0
2020-03-05,Latvia,0,0,1,0,0
2020-03-06,Latvia,0,0,1,0,0
2020-03-07,Latvia,0,0,1,0,0
2020-03-08,Latvia,0,0,1,0,0
2020-03-09,Latvia,2,0,3,0,0
2020-03-10,Latvia,3,0,6,0,0
2020-03-11,Latvia,2,0,8,0,0
2020-03-12,Latvia,8,0,16,0,0
2020-03-13,Latvia,0,0,16,0,0
2020-03-14,Latvia,0,0,16,0,0
2020-02-22,Lebanon,0,0,1,0,0
2020-02-23,Lebanon,0,0,1,0,0
2020-02-24,Lebanon,0,0,1,0,0
2020-02-25,Lebanon,0,0,1,0,0
2020-02-26,Lebanon,0,0,1,0,0
2020-02-27,Lebanon,1,0,2,0,0
2020-02-28,Lebanon,0,0,2,0,0
2020-02-29,Lebanon,0,0,2,0,0
2020-03-01,Lebanon,0,0,2,0,0
2020-03-02,Lebanon,8,0,10,0,0
2020-03-03,Lebanon,3,0,13,0,0
